	slope	rho	mean_pct_inflation	pct_windows_higher
bwa_cohort	1.1236002156550604	0.9979410796842968	11.546972053146229	98.49624060150376
bwa_hwe	1.1246366249479378	0.997731136283305	11.660698985712079	98.68173258003766
bwa_nohwe	1.130706861744301	0.9977751482723091	12.235064570716617	99.24812030075188
ngm_cohort	1.118316124165502	0.9982299849399642	11.045116568035814	96.98681732580037
ngm_hwe	1.1196287952306392	0.9982988581069931	11.293153108587035	97.35849056603773
ngm_nohwe	1.1256501434811876	0.9981237070931245	11.695297441104495	97.36346516007532
