method	bwa_cohort	bwa_hwe	bwa_nohwe	ngm_cohort	ngm_hwe	ngm_nohwe
bwa_cohort	1.0	0.711829712079648	0.799289404346142	0.8114897164471493	0.5794395890085613	0.7420234920564077
bwa_hwe	0.711829712079648	1.0	0.9402742599555918	0.7017672440588433	0.9007595307964633	0.8602080779646806
bwa_nohwe	0.799289404346142	0.9402742599555918	1.0	0.76534467395965	0.8314361268870714	0.8797712959524102
ngm_cohort	0.8114897164471493	0.7017672440588433	0.76534467395965	1.0	0.6648156324667934	0.7778280766576182
ngm_hwe	0.5794395890085613	0.9007595307964633	0.8314361268870714	0.6648156324667934	1.0	0.8450608182529676
ngm_nohwe	0.7420234920564077	0.8602080779646806	0.8797712959524102	0.7778280766576182	0.8450608182529676	1.0
