method	bwa_cohort	bwa_hwe	bwa_nohwe	ngm_cohort	ngm_hwe	ngm_nohwe
bwa_cohort	1.0	0.5900191436828237	0.8794639768809346	0.7730894971156957	0.3897822784648711	0.74155358716911
bwa_hwe	0.5900191436828237	1.0	0.6740594330855759	0.41114541707246705	0.8525958738270311	0.46211830190273223
bwa_nohwe	0.8794639768809346	0.6740594330855759	1.0	0.7091856204003756	0.4526768479392248	0.6744566525493296
ngm_cohort	0.7730894971156957	0.41114541707246705	0.7091856204003756	1.0	0.3410243862783947	0.7719450204905948
ngm_hwe	0.3897822784648711	0.8525958738270311	0.4526768479392248	0.3410243862783947	1.0	0.39981286691394585
ngm_nohwe	0.74155358716911	0.46211830190273223	0.6744566525493296	0.7719450204905948	0.39981286691394585	1.0
