method	bwa_cohort	bwa_hwe	bwa_nohwe	ngm_cohort	ngm_hwe	ngm_nohwe
bwa_cohort	1.0	0.712156796485596	0.8041070452259544	0.8187391310585134	0.5798266070093614	0.753102918415394
bwa_hwe	0.712156796485596	1.0	0.9381600067584692	0.6969559790933768	0.9068937979887178	0.8655045500118751
bwa_nohwe	0.8041070452259544	0.9381600067584692	1.0	0.7648569165121836	0.8335771589244471	0.8868287955419607
ngm_cohort	0.8187391310585134	0.6969559790933768	0.7648569165121836	1.0	0.653491370996922	0.7769150457232757
ngm_hwe	0.5798266070093614	0.9068937979887178	0.8335771589244471	0.653491370996922	1.0	0.8429574041102332
ngm_nohwe	0.753102918415394	0.8655045500118751	0.8868287955419607	0.7769150457232757	0.8429574041102332	1.0
