method	bwa_cohort	bwa_hwe	bwa_nohwe	ngm_cohort	ngm_hwe	ngm_nohwe
bwa_cohort	1.0	0.5940072781062259	0.8845678963148809	0.7826399792145192	0.40297659561241456	0.7606934444442673
bwa_hwe	0.5940072781062259	1.0	0.6798857436149203	0.41847006747311355	0.862232430769525	0.4770800225069776
bwa_nohwe	0.8845678963148809	0.6798857436149203	1.0	0.7190370456563286	0.4700524897148532	0.7045987876198871
ngm_cohort	0.7826399792145192	0.41847006747311355	0.7190370456563286	1.0	0.3442659011318842	0.790632825438623
ngm_hwe	0.40297659561241456	0.862232430769525	0.4700524897148532	0.3442659011318842	1.0	0.40236004469515957
ngm_nohwe	0.7606934444442673	0.4770800225069776	0.7045987876198871	0.790632825438623	0.40236004469515957	1.0
