Pnapi_A1	A
Pnapi_A2	A
Pnapi_A3	A
Pnapi_A4	A
Pnapi_A5	A
Pnapi_A6	A
Pnapi_A7	A
Pnapi_P1	P
Pnapi_P2	P
Pnapi_P3	P
Pnapi_P4	P
Pnapi_P5	P
Pnapi_P6	P
Pnapi_P7	P
